kind,split,class,stem,path,size,mode,ok,nonbinary_values
mask,ground_truth,cut_inner_insulation,007_mask,ground_truth\cut_inner_insulation\007_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,008_mask,ground_truth\cut_inner_insulation\008_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,009_mask,ground_truth\cut_inner_insulation\009_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,010_mask,ground_truth\cut_inner_insulation\010_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,011_mask,ground_truth\cut_inner_insulation\011_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,012_mask,ground_truth\cut_inner_insulation\012_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_inner_insulation,013_mask,ground_truth\cut_inner_insulation\013_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,000_mask,ground_truth\cut_outer_insulation\000_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,001_mask,ground_truth\cut_outer_insulation\001_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,002_mask,ground_truth\cut_outer_insulation\002_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,003_mask,ground_truth\cut_outer_insulation\003_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,004_mask,ground_truth\cut_outer_insulation\004_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,005_mask,ground_truth\cut_outer_insulation\005_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,006_mask,ground_truth\cut_outer_insulation\006_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,007_mask,ground_truth\cut_outer_insulation\007_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,008_mask,ground_truth\cut_outer_insulation\008_mask.png,1024x1024,L,True,0
mask,ground_truth,cut_outer_insulation,009_mask,ground_truth\cut_outer_insulation\009_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,000_mask,ground_truth\missing_cable\000_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,001_mask,ground_truth\missing_cable\001_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,002_mask,ground_truth\missing_cable\002_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,003_mask,ground_truth\missing_cable\003_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,004_mask,ground_truth\missing_cable\004_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,005_mask,ground_truth\missing_cable\005_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,006_mask,ground_truth\missing_cable\006_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,007_mask,ground_truth\missing_cable\007_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,008_mask,ground_truth\missing_cable\008_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,009_mask,ground_truth\missing_cable\009_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,010_mask,ground_truth\missing_cable\010_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_cable,011_mask,ground_truth\missing_cable\011_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,000_mask,ground_truth\missing_wire\000_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,001_mask,ground_truth\missing_wire\001_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,002_mask,ground_truth\missing_wire\002_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,003_mask,ground_truth\missing_wire\003_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,004_mask,ground_truth\missing_wire\004_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,005_mask,ground_truth\missing_wire\005_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,006_mask,ground_truth\missing_wire\006_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,007_mask,ground_truth\missing_wire\007_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,008_mask,ground_truth\missing_wire\008_mask.png,1024x1024,L,True,0
mask,ground_truth,missing_wire,009_mask,ground_truth\missing_wire\009_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,000_mask,ground_truth\poke_insulation\000_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,001_mask,ground_truth\poke_insulation\001_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,002_mask,ground_truth\poke_insulation\002_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,003_mask,ground_truth\poke_insulation\003_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,004_mask,ground_truth\poke_insulation\004_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,005_mask,ground_truth\poke_insulation\005_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,006_mask,ground_truth\poke_insulation\006_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,007_mask,ground_truth\poke_insulation\007_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,008_mask,ground_truth\poke_insulation\008_mask.png,1024x1024,L,True,0
mask,ground_truth,poke_insulation,009_mask,ground_truth\poke_insulation\009_mask.png,1024x1024,L,True,0
